location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Luxembourg,2021-02-24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",34760,https://data.public.lu/fr/datasets/r/66095f88-7caf-4044-8c9e-7dc420f1b5ab,25285,9475.0
Luxembourg,2021-02-25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",36071,https://data.public.lu/fr/datasets/r/7e61d0c7-aa81-4094-a687-20e240cad2f9,26089,9982.0
Luxembourg,2021-02-28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37793,https://data.public.lu/fr/datasets/r/3e74e41b-54b6-4904-b62a-8f35b853d9f1,27093,10700.0
Luxembourg,2021-03-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39121,https://data.public.lu/fr/datasets/r/2a12059d-90a7-4cc2-b241-90f0a10ed2e6,27655,11466.0
Luxembourg,2021-03-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",40460,https://data.public.lu/fr/datasets/r/5e97619b-b766-495b-a3b3-fa9ff94236b3,28476,11984.0
Luxembourg,2021-03-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",42118,https://data.public.lu/fr/datasets/r/6206297f-9d30-4fa8-a894-5f191c22ceaf,29401,12717.0
Luxembourg,2021-03-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",44171,https://data.public.lu/fr/datasets/r/026defc3-4d55-4d75-90b7-2be0fb18e1e4,30723,13448.0
Luxembourg,2021-03-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",46709,https://data.public.lu/fr/datasets/r/b0c8cac8-95a8-496c-bd8e-a83cead6bf97,32591,14118.0
Luxembourg,2021-03-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",47515,https://data.public.lu/fr/datasets/r/57e199fd-bf04-4b9b-b872-348a4ac1bfee,33238,14277.0
Luxembourg,2021-03-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",48961,https://data.public.lu/fr/datasets/r/63f976b5-86d3-430d-b0fb-50cae24a5d58,34530,14431.0
Luxembourg,2021-03-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",51457,https://data.public.lu/fr/datasets/r/289c6d4d-37b9-41f9-b389-7f20f8eb3927,36693,14764.0
Luxembourg,2021-03-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",54865,https://data.public.lu/fr/datasets/r/f56105f1-0330-416c-b16f-101b9ada3ba0,39558,15307.0
Luxembourg,2021-03-14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",59048,https://data.public.lu/fr/datasets/r/15ea022b-4f07-4616-b0e1-3fb72046fa39,43479,15569.0
Luxembourg,2021-03-15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",60587,https://data.public.lu/fr/datasets/r/f2e2e044-b4e1-4e1a-8a90-9e5565ac8ca1,44735,15852.0
Luxembourg,2021-03-16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",64068,https://data.public.lu/fr/datasets/r/7f85f6b1-5c1f-4599-a5eb-e70743f36535,47598,16470.0
Luxembourg,2021-03-17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",67154,https://data.public.lu/fr/datasets/r/4d2f173e-1924-40c0-9d66-c458cf8898d4,50220,16934.0
